Customer ID,Customer Name,Category,sale_per_category,Sub-Category,sale_per_subcategory,total_spent,n_transaction,first_date,last_date,day_since_last_visit,median_days,recency,frequency,monetary,rfm_score,rfm_segment
AA-10645,Anna Andreadi,Office Supplies,1912.9470000000001,Supplies,76.91999999999999,2730.207,9,2015-11-05,2018-05-12,264,217.0,1,5,3,153,At Risk
AA-10645,Anna Andreadi,Technology,765.9599999999999,Accessories,765.9599999999999,2730.207,9,2015-11-05,2018-05-12,264,217.0,1,5,3,153,At Risk
AA-10645,Anna Andreadi,Technology,765.9599999999999,Art,88.98,2730.207,9,2015-11-05,2018-05-12,264,217.0,1,5,3,153,At Risk
AA-10645,Anna Andreadi,Technology,765.9599999999999,Binders,417.4200000000001,2730.207,9,2015-11-05,2018-05-12,264,217.0,1,5,3,153,At Risk
AA-10645,Anna Andreadi,Technology,765.9599999999999,Envelopes,125.895,2730.207,9,2015-11-05,2018-05-12,264,217.0,1,5,3,153,At Risk
AA-10645,Anna Andreadi,Technology,765.9599999999999,Fasteners,17.19,2730.207,9,2015-11-05,2018-05-12,264,217.0,1,5,3,153,At Risk
AA-10645,Anna Andreadi,Technology,765.9599999999999,Furnishings,51.3,2730.207,9,2015-11-05,2018-05-12,264,217.0,1,5,3,153,At Risk
AA-10645,Anna Andreadi,Technology,765.9599999999999,Labels,12.87,2730.207,9,2015-11-05,2018-05-12,264,217.0,1,5,3,153,At Risk
AA-10645,Anna Andreadi,Technology,765.9599999999999,Storage,1173.672,2730.207,9,2015-11-05,2018-05-12,264,217.0,1,5,3,153,At Risk
AA-10645,Anna Andreadi,Technology,765.9599999999999,Supplies,76.91999999999999,2730.207,9,2015-11-05,2018-05-12,264,217.0,1,5,3,153,At Risk
AB-10015,Aaron Bergman,Furniture,171.378,Accessories,245.07,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Art,50.7,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Binders,31.665,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Chairs,95.41799999999999,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Copiers,3998.019,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Fasteners,115.38,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Furnishings,75.96000000000001,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Labels,128.25,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Machines,513.048,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Phones,165.06599999999997,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Storage,513.108,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Furniture,171.378,Supplies,184.76999999999998,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Accessories,245.07,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Art,50.7,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Binders,31.665,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Chairs,95.41799999999999,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Copiers,3998.019,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Fasteners,115.38,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Furnishings,75.96000000000001,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Labels,128.25,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Machines,513.048,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Phones,165.06599999999997,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Storage,513.108,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Office Supplies,1023.873,Supplies,184.76999999999998,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Accessories,245.07,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Art,50.7,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Binders,31.665,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Chairs,95.41799999999999,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Copiers,3998.019,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Fasteners,115.38,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Furnishings,75.96000000000001,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Labels,128.25,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Machines,513.048,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Phones,165.06599999999997,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Storage,513.108,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10015,Aaron Bergman,Technology,4921.2029999999995,Supplies,184.76999999999998,6116.454,12,2015-03-22,2018-04-23,283,117.0,1,5,5,155,Can’t Lose Them
AB-10060,Adam Bellavance,Furniture,1578.636,Art,347.64,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Furniture,1578.636,Binders,587.43,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Furniture,1578.636,Bookcases,1578.636,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Furniture,1578.636,Machines,799.83,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Furniture,1578.636,Paper,29.76,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Office Supplies,964.8299999999999,Art,347.64,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Office Supplies,964.8299999999999,Binders,587.43,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Office Supplies,964.8299999999999,Bookcases,1578.636,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Office Supplies,964.8299999999999,Machines,799.83,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Office Supplies,964.8299999999999,Paper,29.76,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Technology,799.83,Art,347.64,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Technology,799.83,Binders,587.43,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Technology,799.83,Bookcases,1578.636,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Technology,799.83,Machines,799.83,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10060,Adam Bellavance,Technology,799.83,Paper,29.76,3343.2960000000003,5,2016-12-20,2018-05-19,257,133.0,2,2,3,223,Hibernating
AB-10105,Adrian Barton,Office Supplies,2256.7980000000002,Accessories,373.68,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Office Supplies,2256.7980000000002,Art,87.78,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Office Supplies,2256.7980000000002,Copiers,319.92,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Office Supplies,2256.7980000000002,Fasteners,34.47,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Office Supplies,2256.7980000000002,Labels,11.34,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Office Supplies,2256.7980000000002,Storage,1993.3380000000002,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Office Supplies,2256.7980000000002,Supplies,129.87,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Technology,693.6,Accessories,373.68,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Technology,693.6,Art,87.78,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Technology,693.6,Copiers,319.92,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Technology,693.6,Fasteners,34.47,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Technology,693.6,Labels,11.34,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Technology,693.6,Storage,1993.3380000000002,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10105,Adrian Barton,Technology,693.6,Supplies,129.87,2950.398,6,2016-06-13,2018-12-04,58,263.0,4,2,3,423,Potential Loyalist
AB-10150,Aimee Bixby,Office Supplies,1358.2259999999999,Art,231.29999999999995,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Office Supplies,1358.2259999999999,Binders,68.088,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Office Supplies,1358.2259999999999,Fasteners,43.497,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Office Supplies,1358.2259999999999,Labels,36.480000000000004,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Office Supplies,1358.2259999999999,Machines,4338.8460000000005,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Office Supplies,1358.2259999999999,Paper,135.84,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Office Supplies,1358.2259999999999,Phones,3441.69,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Office Supplies,1358.2259999999999,Storage,843.021,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Technology,7780.536000000001,Art,231.29999999999995,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Technology,7780.536000000001,Binders,68.088,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Technology,7780.536000000001,Fasteners,43.497,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Technology,7780.536000000001,Labels,36.480000000000004,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Technology,7780.536000000001,Machines,4338.8460000000005,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Technology,7780.536000000001,Paper,135.84,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Technology,7780.536000000001,Phones,3441.69,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10150,Aimee Bixby,Technology,7780.536000000001,Storage,843.021,9138.762,6,2015-01-25,2018-09-19,134,407.0,3,2,5,325,Customers Needing Attention
AB-10165,Alan Barnes,Furniture,2123.757,Accessories,459.23999999999995,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
AB-10165,Alan Barnes,Furniture,2123.757,Art,150.03,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
AB-10165,Alan Barnes,Furniture,2123.757,Binders,61.29,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
AB-10165,Alan Barnes,Furniture,2123.757,Bookcases,1198.2060000000001,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
AB-10165,Alan Barnes,Furniture,2123.757,Chairs,679.671,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
AB-10165,Alan Barnes,Furniture,2123.757,Copiers,691.56,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
AB-10165,Alan Barnes,Furniture,2123.757,Envelopes,118.17,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
AB-10165,Alan Barnes,Furniture,2123.757,Furnishings,245.88000000000002,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
AB-10165,Alan Barnes,Furniture,2123.757,Labels,152.94,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
AB-10165,Alan Barnes,Furniture,2123.757,Machines,128.52,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
AB-10165,Alan Barnes,Furniture,2123.757,Paper,290.13,6434.433,11,2015-02-18,2018-12-18,44,158.5,5,5,5,555,Champions
